"paper","experiment_group","data_source","p","n","seed","method","implementation","runtime","SHD","TPR","FPR","Precision","F1","acceptance_rate","mean_edge_entropy","posterior_gap","status","error","comparable_level","original_paper_trend","comment"
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,1000,2,"order","BiDAG",1.37000000000012,19,0.725,0.0139318885448916,0.617021276595745,0.666666666666667,NA,0.0422376618436845,0.666069274820035,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,1000,2,"manual_order","manual_R",118.45,22,0.75,0.0139318885448916,0.625,0.681818181818182,0.3125,0.0540080464354074,0.616858775899024,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,1000,2,"manual_structure","manual_R",2.69999999999982,46,0.225,0.0139318885448916,0.333333333333333,0.26865671641791,0.255,0.0159710766369108,0.108378780662062,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,1,"order","BiDAG",1.20000000000027,12,0.857142857142857,0.00775193798449612,0.782608695652174,0.818181818181818,NA,0.0541379652082368,0.731348300484411,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,1,"manual_order","manual_R",117.91,28,0.619047619047619,0.0201550387596899,0.5,0.553191489361702,0.2925,0.0502100134592615,0.573729789590255,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,1,"manual_structure","manual_R",2,66,0.142857142857143,0.0248062015503876,0.157894736842105,0.15,0.3225,0.0238458479688216,0.0696471590425079,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,2,"order","BiDAG",1.26000000000022,20,0.725,0.0154798761609907,0.591836734693878,0.651685393258427,NA,0.0427160132273617,0.677122191304678,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,2,"manual_order","manual_R",118.36,23,0.725,0.0170278637770898,0.568627450980392,0.637362637362637,0.305,0.0546113403717768,0.57315217909026,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_alarm_like",37,500,2,"manual_structure","manual_R",2.05000000000018,54,0.175,0.0185758513931889,0.225806451612903,0.197183098591549,0.30875,0.0231821816924337,0.102554060490593,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,1,"order","BiDAG",0.579999999999927,0,1,0,1,1,NA,0.253330704729358,0.764194634909178,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,1,"partition","BiDAG",1.5300000000002,0,1,0,1,1,NA,0.25158717294467,0.797906892818477,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,1,"manual_order","manual_R",0.699999999999818,1,1,0.0588235294117647,0.75,0.857142857142857,0.605,0.375485204404054,0.530678733031674,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,1,"manual_structure","manual_R",0.340000000000146,1,1,0.0588235294117647,0.75,0.857142857142857,0.38,0.310531433862248,0.463378582202112,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,1,"manual_partition","manual_R",1,1,1,0.0588235294117647,0.75,0.857142857142857,0.43125,0.405911824071828,0.41815987933635,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,2,"order","BiDAG",0.5,0,1,0,1,1,NA,0.153795671498128,0.899897750511247,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,2,"partition","BiDAG",1.54999999999973,0,1,0,1,1,NA,0.274318058123182,0.791574642126789,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,2,"manual_order","manual_R",0.670000000000073,4,0.4,0.266666666666667,0.333333333333333,0.363636363636364,0.34625,0.395162116315146,0.200717948717949,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,2,"manual_structure","manual_R",0.389999999999873,4,0.4,0.2,0.4,0.4,0.41375,0.333118197644482,0.203282051282051,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,200,2,"manual_partition","manual_R",0.860000000000127,4,0.4,0.266666666666667,0.333333333333333,0.363636363636364,0.32125,0.285121710525976,-0.146358974358974,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,1,"order","BiDAG",0.5300000000002,0,1,0,1,1,NA,0.142735697128088,0.896728016359918,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,1,"partition","BiDAG",1.50999999999976,0,1,0,1,1,NA,0.0550488991869021,0.982244677011909,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,1,"manual_order","manual_R",0.710000000000036,0,1,0,1,1,0.3925,0.207605276824508,0.851191553544495,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,1,"manual_structure","manual_R",0.360000000000127,0,1,0,1,1,0.3825,0.300301139015954,0.346726998491704,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,1,"manual_partition","manual_R",0.860000000000127,0,1,0,1,1,0.43,0.0896157577678829,0.966787330316742,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,2,"order","BiDAG",0.509999999999764,0,1,0,1,1,NA,0.0781476439196703,0.960327198364008,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,2,"partition","BiDAG",1.5300000000002,0,1,0,1,1,NA,0.0208468699038648,0.994601226993865,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,2,"manual_order","manual_R",0.710000000000036,4,0.4,0.266666666666667,0.333333333333333,0.363636363636364,0.1825,0.271320646927038,0.127589743589744,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,2,"manual_structure","manual_R",0.380000000000109,4,0.4,0.266666666666667,0.333333333333333,0.363636363636364,0.41375,0.246087848839295,0.501435897435897,"success","","approximate","",""
"Kuipers and Moffa (2017)","partition_mcmc","simulated_toy_like",5,500,2,"manual_partition","manual_R",0.869999999999891,4,0.4,0.266666666666667,0.333333333333333,0.363636363636364,0.32125,0.278165415857725,0.0205128205128206,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,1,"order","BiDAG",0.630000000000109,3,0.846153846153846,0.0169491525423729,0.916666666666667,0.88,NA,0.0818285324766658,0.738471936714632,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,1,"partition","BiDAG",3.7800000000002,1,0.923076923076923,0.0169491525423729,0.923076923076923,0.923076923076923,NA,0.0664363201955137,0.861682437350525,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,1,"manual_order","manual_R",2.84999999999991,7,0.615384615384615,0.101694915254237,0.571428571428571,0.592592592592593,0.17625,0.0307026710837057,0.4954307491726,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,1,"manual_structure","manual_R",0.470000000000255,19,0.0769230769230769,0.220338983050847,0.0714285714285714,0.0740740740740741,0.405,0.0497743961299371,-0.0888957978136596,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,1,"manual_partition","manual_R",2.89999999999964,7,0.615384615384615,0.101694915254237,0.571428571428571,0.592592592592593,0.295,0.0569771951869921,0.499731220539565,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,2,"order","BiDAG",0.610000000000127,1,0.875,0.015625,0.875,0.875,NA,0.0831677922963463,0.845882860429448,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,2,"partition","BiDAG",1.78999999999996,1,0.875,0.015625,0.875,0.875,NA,0.028520088001866,0.992906441717791,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,2,"manual_order","manual_R",2.40000000000009,6,0.5,0.078125,0.444444444444444,0.470588235294118,0.45,0.122889067501881,0.579927884615385,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,2,"manual_structure","manual_R",0.400000000000091,7,0.625,0.078125,0.5,0.555555555555556,0.255,0.0223018662970049,0.512572115384615,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,1000,2,"manual_partition","manual_R",2.55999999999995,6,0.5,0.078125,0.444444444444444,0.470588235294118,0.55375,0.0801319063092823,0.626586538461538,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,1,"order","BiDAG",0.599999999999909,6,0.692307692307692,0.0677966101694915,0.692307692307692,0.692307692307692,NA,0.0942895404095133,0.686572655793827,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,1,"partition","BiDAG",3.7199999999998,2,0.846153846153846,0.0338983050847458,0.846153846153846,0.846153846153846,NA,0.0352803745104467,0.800921445197207,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,1,"manual_order","manual_R",2.38999999999987,7,0.615384615384615,0.101694915254237,0.571428571428571,0.592592592592593,0.18625,0.130821253032864,0.482194363654598,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,1,"manual_structure","manual_R",0.410000000000309,17,0.230769230769231,0.203389830508475,0.2,0.214285714285714,0.4575,0.0586819827362276,0.00750175508976031,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,1,"manual_partition","manual_R",2.65999999999985,10,0.461538461538462,0.152542372881356,0.4,0.428571428571429,0.30625,0.120401354814947,0.379845552101093,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,2,"order","BiDAG",0.559999999999945,3,0.75,0.03125,0.75,0.75,NA,0.108834590548148,0.775162960122699,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,2,"partition","BiDAG",2.73000000000002,4,0.625,0.046875,0.625,0.625,NA,0.0478912189896371,0.661848159509202,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,2,"manual_order","manual_R",2.34999999999991,3,0.75,0.03125,0.75,0.75,0.4925,0.110763391754481,0.593389423076923,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,2,"manual_structure","manual_R",0.390000000000327,6,0.625,0.0625,0.555555555555556,0.588235294117647,0.27375,0.0345221022576196,0.519399038461538,"success","","approximate","",""
"Friedman and Koller (2003)","order_mcmc","simulated_flare_like",9,500,2,"manual_partition","manual_R",2.57999999999993,3,0.75,0.03125,0.75,0.75,0.5775,0.0917103493797537,0.6371875,"success","","approximate","",""
