X0,X1,X2,X3,X4,X5,X6,X7,X8
2.074262964054811142e+00,1.221127397866526243e+00,-2.780708604045840082e-01,-1.991404861074080879e-01,1.136097716353457576e+00,2.091476356215074439e+00,1.898025802177217836e+00,-4.654833002744947906e-02,3.083789452283747234e-01
-3.099927266890090682e-01,-3.100401098879679296e+00,9.766567046838263710e-01,4.020119448622138769e+00,1.372393929253073797e+00,-6.214356787899067314e+00,-3.426102100676411855e+00,1.449853691571229231e+00,2.433181878123294783e+00
-4.493416348916707825e-01,-1.531786725185654063e+00,-1.956163607610531541e-01,-1.207034572127854588e+00,-4.289993938995899647e-01,2.565050094597247643e-01,-2.006643992097031592e+00,4.707326163987783918e-01,-5.048280911128483206e-01
1.182233678240845132e+00,-2.033966570943480434e+00,-4.689029419081131023e-01,-4.559023611498406403e+00,-1.357846894698884643e+00,4.951360509523690112e+00,-1.344778566004548814e+00,9.033454764992707720e-01,-1.991122671907376684e+00
7.628221827433581126e-01,2.057258123031543207e+00,-1.353477936319119612e-01,-2.567227509367778993e+00,-7.962562156505790245e-01,3.881795359600157980e+00,2.906066761387688935e-01,-9.059604822874036678e-01,-2.030375236956539098e+00
2.648646713006078679e-01,-1.541220956719089319e+00,-2.143569053046210926e-01,3.437804508349195931e-01,-5.635284342753821285e-02,-3.281055311725989965e-01,-2.397474577825418507e+00,6.664291969343850708e-01,1.287625401808569214e-01
8.665316983494089076e-01,-6.684855666785963768e-01,1.021630560171139290e+00,3.484848892834674361e-02,9.223903416556122892e-01,6.348981475968190624e-02,-2.229655742065133950e+00,4.434135117188570119e-01,-1.955236185115141190e-01
1.185662932067581332e+00,-2.449381370530034907e+00,-2.576021936410048396e-01,7.446483303838452805e+00,4.454577843127809800e+00,-8.099942792089848353e+00,-7.364374106959638011e-01,1.563825482800436095e+00,6.381490063256237022e+00
6.690462855250991492e-01,5.704931158874280150e-01,6.956373363223736228e-02,-2.765797672351778314e+00,2.574164905972907147e-01,4.124430462691430321e+00,1.524818300098014223e+00,2.675640191469791374e-01,-1.413048449425961195e+00
-8.249895647979516022e-02,1.227791051734349548e+00,7.895337534937939272e-02,-1.135290092991215749e+00,-1.391257030322897936e+00,-1.714101890580910226e-02,-1.007725544293806896e+00,-7.351422444752014895e-01,-2.025500241945088931e+00
6.927567972903877491e-01,1.859709574622853578e+00,-5.930902884738641356e-01,2.624357559254555383e-01,7.072122383771465293e-01,1.443538010171281361e+00,1.094869265841488915e+00,-6.246623460722352528e-01,8.773838914589605631e-01
3.741598054637080284e-01,-1.582056474669170099e+00,7.272951181029989332e-03,-1.259706274217504696e-01,-5.004732666931690499e-01,-1.004298560009577734e+00,-4.873997335145223708e-01,-1.505867975884284393e-01,-1.512862271339157960e+00
-5.081664829258284583e-02,-2.051738001437208414e+00,-1.336409776216426204e+00,6.048934296563923674e-01,5.127323541655496308e-01,4.236093387588670822e-01,4.570013432610091630e-01,1.404853676774034055e+00,1.853090936918925236e+00
-1.945509443383580395e-01,8.891343877284425545e-01,9.939224406497976227e-01,-2.618672255863357279e+00,-1.712344435466243819e+00,6.551230297844155004e-01,-3.784303312727649304e-01,-1.296244917048873679e+00,-2.470723390454501178e+00
-2.437988871745369324e-01,-1.674635798110894136e+00,4.859665314027092342e-01,3.469733868753157591e+00,1.579313469110932955e+00,-5.765280759862899451e+00,-1.665939880215734137e+00,6.846767221313622143e-01,2.231789650192233410e+00
-1.895422402447378030e+00,1.459509367599785001e+00,3.973557058802981712e-02,-5.566898308200456391e-01,-6.993287944157167146e-01,2.103839941997246221e+00,2.004390865628149054e+00,-3.147850283716567832e-01,-1.510445075018797656e+00
3.147072009437008044e-01,1.665491701166704752e+00,-8.124054951043563344e-01,-3.410710052278473903e-01,-1.095776754273491083e+00,-1.220234123046630426e-01,3.959038165082542360e+00,-1.117358723211616445e+00,-1.149976705403024768e+00
8.843426481329866862e-01,2.931322978219552677e+00,-8.262445753550056171e-01,-8.682145199538908731e-01,-1.337164542620814967e+00,1.575498345612381002e+00,3.407922549702832260e+00,-1.344603667181769380e+00,-7.792113366570678767e-01
2.575499452932978328e-01,-2.213027025073296628e+00,1.278132296597263462e+00,-2.510421126701402050e-01,-6.878014780933610073e-01,-9.628576696332395990e-01,-2.597070349263870703e+00,1.197325674963462872e+00,3.671748708131037375e-01
-5.312422958691248587e-01,2.576891858895744125e+00,-1.320310078169757428e+00,-1.624069315459694129e-01,-4.233439161754766200e-01,3.632981002851732311e-01,9.599453703998508391e-01,-1.096389425000792617e+00,-7.658674466681918425e-01
-1.447257149482448879e+00,2.999423123812868575e+00,1.824067706934409117e+00,-1.801149854716659116e+00,-2.205860169876392884e+00,8.684418092169264858e-01,3.868979556039348733e+00,-1.350556758353817610e+00,-2.610570456062470512e+00
1.969685304025210693e+00,8.564735033459998093e-01,1.495335732905752613e+00,-1.566899728901414601e+00,-7.124340555997806801e-01,2.215568037036100169e+00,1.541504035739847733e+00,3.744864163916977740e-02,-9.023758473250708123e-01
1.455220703698720808e+00,2.645395668313751614e+00,1.414506141907999615e+00,-8.802864424729936133e+00,-3.647999658775461285e+00,9.070300815176935316e+00,1.621260693794305929e+00,-1.490747689240751184e+00,-5.162133267357758903e+00
-1.860862156473312767e+00,1.100936497819803850e-01,1.162756927613200597e+00,-9.248630835549106477e-01,-1.242112610534945372e+00,3.564431723223376869e-01,-1.313665559733526056e+00,-2.856990464047995393e-01,-2.164885535638723102e+00
4.174098504811885602e-01,1.395340000042852857e+00,-1.756602356977245538e+00,1.524954545088655022e+00,8.096443333983254220e-01,-5.228250772697553561e-01,4.002063957513285475e-01,-7.822295569009418692e-01,1.450623961294832842e+00
-1.772719486966150670e+00,-3.748132266819913294e+00,2.842747817020815915e-01,2.142955323626030584e+00,1.048429199113880994e+00,-2.198683089653488132e+00,-2.642557321620885524e+00,1.930813288686653806e+00,1.970280811793737374e+00
-1.854466487142618358e-01,-1.329154406102255326e+00,-1.325683723484258447e+00,8.380718860397078362e-01,2.320571383507342489e+00,6.858618698960510240e-01,-1.166077981070030800e+00,5.896371725926433660e-01,2.039666202477948609e+00
1.512010884356338181e-01,1.689526291495543564e+00,-8.063018585983193764e-01,1.299352612620540359e+00,-1.090840481842822118e+00,-1.229746559836563113e+00,9.394579198421978417e-01,6.039946617712067117e-02,2.386092172221776497e-01
-1.298438244174501821e-01,-3.084267262715982838e-01,-1.354226549034610316e-01,-1.763800857359076435e+00,5.805051524151277897e-01,1.508301605109376498e+00,7.502424591567296019e-01,1.156406006053108282e+00,1.060326109874137890e-01
-4.369887826263836317e-01,-3.412774357538325143e-01,2.363086012319419726e-01,2.339294293662912860e+00,2.177268725691436035e+00,-1.815544143263441823e+00,-5.836189677672946052e-01,7.113510950439676517e-01,8.515281946891475329e-01
8.228679891834852489e-01,1.652999315732753605e+00,-1.940994385807429112e-02,1.579759731550284707e+00,3.485706672968655884e-01,-1.329249841977692359e+00,1.048977010249625419e-01,-1.528276648542296723e+00,1.294677074159201080e+00
-1.424529391179500504e+00,-1.306228870687666577e+00,-1.125717636916865327e+00,9.909796987058026030e-01,3.175272909640508567e-01,-1.186790834421957541e+00,-8.794170362158850729e-01,9.116221394584440585e-01,1.179159912945280331e+00
-1.228766423443300893e+00,-1.190492555754617765e+00,-7.291316834179027984e-01,1.089057006675218098e+00,2.221353022554560575e+00,-1.567821272941633870e+00,-1.903154926838415140e+00,7.955828373417829225e-01,1.086118258297633865e+00
2.300880351142327029e+00,-2.661623093003094631e+00,4.374284423674991151e-01,-4.152429959493108669e+00,-9.769382454628180446e-01,4.200991708348515985e+00,-3.761824974220259854e+00,1.023419378985566119e+00,-1.404273229988925564e+00
3.984149330021795332e-02,1.836970115341965526e+00,2.699627778277633450e+00,2.232629852671232484e+00,-5.388907852145766730e-01,-3.725684310771463892e+00,2.360855525561916579e+00,-1.355593415721722428e+00,-5.322348362820517043e-02
1.067382648856454619e+00,-1.385046512521646456e+00,9.687902124291651873e-01,4.482929599994147085e-01,2.539665737887791819e-01,-1.413422382525605814e+00,-1.842520894354750638e+00,2.872853159004022383e-01,6.015024266463104841e-01
2.497130192298584461e-01,3.349598324305215202e-01,8.390481799555631337e-01,-6.892740784996891357e-01,-3.185857731206548360e-02,2.829186184296456075e-01,8.410637203813409180e-01,-9.880949436613460646e-02,2.741720836653345206e-01
9.764792363197677405e-02,-1.489734570232408961e+00,1.469346790337763276e-01,5.434377963525268029e+00,4.152316956992586405e+00,-4.263788052928239480e+00,-8.046641747094117614e-01,1.561485748584586775e+00,4.868446839222714928e+00
7.935177681038354525e-01,2.979725132688901823e-01,1.534184456700688814e+00,7.160553906599219642e-01,-9.338196607690838480e-01,-2.007836111648119815e+00,-9.353900659296254805e-01,4.631864899451428319e-01,-3.182474202859241208e-01
4.560274220136513179e-01,-7.385179952583618146e-01,1.628278198476898364e+00,2.000191708268952429e-01,-5.035840171031723544e-01,-3.786782801686068289e-01,-8.806113246144414708e-01,7.806205117283935291e-01,-1.047242975427006062e+00
2.899598753854325597e-02,3.936744867691122085e-01,2.401461166538734204e+00,3.689231260169866022e+00,2.864654126383981980e-01,-6.761706004259377956e+00,2.610502997517182511e+00,-2.374980007611112998e-01,7.070876997587587365e-01
1.766266079058800509e+00,8.027901259072915963e-01,-1.415127161518616283e+00,-1.758668222938097880e+00,-3.284177688360920833e-01,2.626571937476778196e+00,2.819650332768795398e+00,-4.014378502161450868e-01,4.743573684488448516e-01
-5.327638770451328387e-01,1.547328709008615633e+00,1.237325752510589766e-01,-3.383004695406524487e+00,-2.134948815028113067e+00,5.681916654709224801e+00,5.476637415171623502e-01,-4.973936161015075075e-01,-2.818670230041917968e+00
-3.336541220757535120e-01,-2.176725247817286935e+00,1.982410148829918672e-01,1.984294726687747978e+00,1.989040726735638476e+00,-1.682237596644160060e+00,-3.707379316446703488e+00,1.412097643476841524e+00,3.484983196861376697e+00
-8.836593698827441834e-01,-9.752646506439468510e-01,2.850354867693489225e-01,1.916662342424057808e-01,-6.328468741773259909e-01,-1.494064785900182102e+00,1.312641908557676818e-01,-1.309906174719229988e+00,-1.059457622383462638e+00
-3.879032826626135910e-01,-5.657738939703338410e-02,1.508010478349240957e-01,1.154068750157512868e+00,5.675478798322687313e-01,-1.241321667888886537e+00,6.088015120010175085e-01,-5.973914695323876423e-01,8.194492048259773842e-01
-1.476659140140589743e+00,1.800098906153951628e+00,-1.317679555983770401e+00,1.981263631257124125e-01,2.467278622610493688e-01,3.052186541168799838e-02,1.399031847506809534e+00,-5.747437313915371160e-01,8.014987169982271675e-01
-1.099623946729510748e-01,3.782817916436560512e-01,-9.606236297634388466e-01,-4.041830159881381612e-01,3.104244427859599309e-01,1.851616732846727675e+00,6.272698804915139981e-01,-9.609594577274439553e-01,-4.128386993567479957e-01
9.721435589427547264e-01,2.570870769890906349e+00,-6.845191306280933030e-02,1.050891391705798261e+00,-6.824039050788457406e-01,-2.847642980888214659e+00,4.024816124510613768e+00,-1.786578787451949202e+00,-3.521625351409607418e-01
1.949590853615942088e+00,-2.628188590151044668e+00,1.211210513743363304e+00,-4.906605088128390690e+00,6.566790172963130612e-01,5.262284378170152266e+00,-2.943379002177687997e+00,7.670028918378360983e-01,-2.575035140656079413e+00
-1.177747975974644978e+00,7.359167632163100548e-01,-9.748179492773283439e-01,3.421035506139036286e-01,6.937668656369282427e-01,5.204779181729369819e-01,4.392680227839531604e-01,3.895831740188216430e-01,-3.156071593101854589e-01
-1.901005521070489243e-02,-8.781852103885890992e-01,1.993645334501895627e+00,-5.436927903431925113e-01,-3.259206677011277642e-01,9.808822556814495996e-01,-1.462128272639215965e+00,5.157565018676212310e-01,-2.836597619965054995e-01
-5.165836172702682749e-02,-2.108557537086651390e+00,1.032729484045499455e-02,4.682950371944979651e+00,3.134994466894827525e+00,-3.510580798271852210e+00,-1.378185129243586049e+00,1.147805039835860574e+00,4.719382813372340557e+00
-4.890304498189415039e-01,1.075624565960718648e+00,-1.469318224570799636e+00,-3.568577717635773805e+00,-2.334150825634384308e-01,3.244741349283701393e+00,2.379689962251348767e+00,-4.336913692598312609e-01,-2.708298050500215659e+00
1.784724711718310264e+00,1.793048278385823480e+00,-1.857572875645206179e-01,-5.980066893439395237e-01,-3.145518728390436003e+00,-6.119773352668382849e-01,2.001434160260849637e+00,-1.593207758720549316e+00,-1.039933087778791343e+00
5.667013714108292133e-01,1.621868777673467488e+00,2.011090235422304140e+00,7.156575629251606951e-01,-1.027934628205455336e+00,-1.273586046487182877e-01,6.949434211678250373e-01,-4.407851851594122849e-01,-1.221473879015948727e+00
6.151069148959730226e-01,-9.981356045340108452e-01,-7.929017099717369232e-01,1.474196565030434947e+00,8.227078747182087204e-01,-2.185616367456433728e+00,-1.379855038865829497e+00,1.835775447926918658e-01,1.127109577315264399e+00
-1.309388500502736807e+00,-2.520239976910878088e+00,1.549159904464768589e+00,3.950937540312985163e+00,1.952603183919815022e+00,-5.093109061618605438e+00,-1.931134871412350407e+00,1.627761406992963122e+00,1.378405066268554968e+00
-9.667615597386718385e-01,-5.462402107846361377e-01,-4.847999825858011480e-01,-1.933232520875703297e+00,-1.226671454444905773e+00,2.385644691579804189e+00,-1.392295094950149359e+00,1.629035464728728066e-01,-9.268587094941388438e-01
-5.368651456064577054e-01,-2.841177485368727940e+00,-1.003757656296035083e+00,2.025898329866464120e+00,5.826620285552329692e-01,-5.811103785005617084e+00,-1.329683059394630495e+00,1.284389420849974206e+00,2.016820969861254476e+00
4.269751571037611604e-01,1.431076228833867869e+00,1.488166711818600940e-01,-1.082460007418964532e+00,-2.760099295404316866e-02,1.386087057263048150e+00,1.497804328943140639e+00,4.559974979025935293e-01,5.181960843416277829e-01
6.339378706666186636e-01,1.354149949245864848e+00,1.939099344440855521e+00,1.199212068269366327e+00,-1.324558676532730517e-01,-1.847225526673242246e+00,1.230943638902670223e+00,2.217957369487550401e-01,-3.844942368946852040e-01
-5.276832996404191567e-01,-3.481741755700271224e+00,1.135313244558833867e+00,-4.461768251648989825e-02,1.546891114756755892e+00,1.533750481292544432e+00,-3.635434550270375098e+00,2.035697468472141836e+00,1.143531007515294018e+00
9.654050212488197724e-01,-3.128215429378903290e-01,3.921557784526767398e-01,-1.248320032790296574e-01,-2.173952410947112002e-01,-1.304140468047443546e+00,6.335735524847576627e-01,1.339805363807370919e-01,9.728129644700042045e-01
-1.068783621343860846e+00,-2.454690123533612933e+00,1.554598733027997337e+00,-8.286751551620323841e-01,4.472069148013633200e-01,1.518225927735615155e+00,-1.325300145910722538e+00,1.630219424851762966e+00,-1.332439040524796781e+00
5.610302586124067403e-01,2.964894809084815286e+00,-9.106839888556778062e-01,-2.094506972678127354e+00,-2.946986433674729788e+00,1.133485758229573648e+00,1.047359787728748381e+00,-1.134241778884858665e+00,-2.320007403015211356e+00
5.124086433696711795e-01,-1.742935834121377425e+00,-1.457764570870173637e+00,1.699067058061334290e-01,1.372498505547067094e+00,-4.900631947767360996e-01,-1.093627940134639154e+00,9.218556284457501970e-01,9.633568596811399321e-01
3.684346568766117547e-01,9.293673690328220216e-01,-1.703255679182617222e+00,-6.689817320483608665e-01,6.878446669511355527e-01,1.469973944223313955e+00,-4.967218075164124835e-01,-3.824932501161854015e-01,-2.297923939529337156e-01
3.916265417991593445e-01,-3.002353816941558673e+00,4.687012052192784939e-02,1.791522581183871088e+00,2.086891561273301221e+00,-3.661215066638097149e+00,-2.293469241896837651e+00,1.191740659110436473e+00,8.937124756325551811e-01
4.024019899764382791e-01,-1.568489688704496565e+00,2.077153718805708760e+00,1.563047577419703682e+00,-5.462489769389200500e-01,-5.593178620962834025e+00,-1.346987692738776499e+00,-6.411141234570034708e-01,-3.290275382694901607e-01
-3.792524851746661985e-02,-1.709904580967027243e+00,-9.226523060770168705e-01,4.943870292245469145e-01,8.040443038104299056e-01,-9.450475756383135417e-01,-1.840309642725159511e+00,5.202125187475430401e-01,2.825303084049560765e-01
-1.009326098448307008e+00,-1.345067371471873718e+00,2.428938063115349433e+00,1.566059525414760456e+00,-2.620922048795686077e-02,-1.710183344018116003e+00,-2.398218219868951895e+00,2.500964765057461098e-02,-2.029243736913999008e-01
3.775759892748448698e-01,-1.458550442843282946e+00,2.006607656756352664e+00,3.918673787171615519e+00,6.035418558571029601e-01,-6.232051062683598985e+00,-2.639392885945676781e+00,7.119754842331418310e-01,1.993659158906736284e+00
-8.002609855884081913e-01,8.383476912954072047e-01,9.887642203161044474e-01,1.906520712126092698e-01,6.918326303730818472e-01,-2.206514876372703271e-01,-4.649262155025123411e-01,-6.978014202056738169e-01,-9.807041344365435842e-01
-2.936696340604403321e+00,-1.124342695762970523e+00,-7.830476334219130807e-01,1.227790812762522110e+00,-2.079735112438842459e-01,-2.729194861541277106e+00,-2.202012536273427745e+00,4.775934953586260523e-01,2.254385393949001337e-01
4.506686230855868613e-01,9.019579403800748185e-01,-6.236602831661475959e-04,-1.968538719965107653e+00,1.510179616164216698e-01,3.462690153733860132e+00,1.058724087363659194e+00,7.600474439869628895e-01,-5.225771597008332936e-01
-3.672163690754046833e-02,7.052044930095560105e-01,-9.615921555065934934e-01,-9.640297482509477822e-01,-5.149639538814080320e-01,2.574328836394266684e+00,-2.394500448203945586e-01,-4.117503561878698704e-01,8.391619767121039075e-02
-3.096645628445501952e+00,1.569346614634180570e+00,1.460415184532470600e-01,-2.202417369538728353e-01,-3.972410037366647106e-01,-3.713497410347164074e-01,2.644723746734591874e+00,-5.452348415189447461e-01,-1.351687594607712928e+00
-5.217449048158809832e-01,-1.294451562317825988e-01,1.205129816809680676e+00,2.360187485271904695e+00,1.507443253880494050e+00,-2.437928400194895318e+00,3.991442737471806446e-01,3.427853702315222795e-01,4.982571997103164563e-01
3.461082535494303114e-01,2.490308025089520427e-01,1.555485839820235139e+00,1.849467056807882148e+00,2.533132316468376555e+00,-9.027566488615471063e-02,2.501817324819195498e-01,8.780185301424289213e-01,2.933498237998662717e+00
8.098572701077313418e-01,1.524509839245475895e+00,-1.133355113068347908e+00,-1.776558668236493999e+00,-7.470588535333796409e-01,2.575908485031904949e+00,2.633686810227771069e+00,-8.175898661731259009e-01,-1.958168378964151302e+00
-4.296950977556226459e-01,5.037718388249167178e-01,1.519848777651324090e+00,-2.164572911676684086e+00,-1.113335786782043257e+00,2.134436550723857184e+00,-2.276364683592180249e-02,-2.743598967902742825e-01,-2.397697933901665301e+00
-5.905292788369359558e-01,-1.266429900335072967e+00,4.406854091779038307e-01,3.978263990097389957e+00,9.945309057069785519e-01,-5.921287586904353084e+00,-5.031823193013902351e-01,-5.825522029186057660e-01,2.696288926308211487e+00
1.834350864534723069e+00,6.646896116831655377e-01,-7.757745984677396622e-01,-5.879385474273514767e+00,-7.006462592196859296e-01,8.408913903410159207e+00,-8.437939012611750389e-02,6.657651992036506261e-02,-1.159158003770750955e+00
-9.246431114639531712e-01,3.868887667248148698e+00,1.388062851614752624e+00,2.785134485737206789e-01,-1.465401438324598349e+00,-2.170011026854255398e+00,1.461396010839525861e+00,-2.563647680111101224e+00,-1.561311220582009440e+00
-2.355919223684750374e+00,1.064471788086546633e+00,-8.558817672891504413e-01,-5.293293861817417678e+00,-3.072129975540026425e+00,6.866462900764377153e+00,4.431514600832320294e-02,-3.887677645882292587e-01,-3.826835116173416207e+00
-4.943700059741884534e-01,2.449457171789405641e-01,-3.825039910571627066e-01,-2.683616212035736304e+00,-1.757766154445791651e+00,2.767387232436143485e+00,9.642193802959759807e-01,-3.338240451392241598e-02,-1.917751448884362775e+00
-1.394389455524542409e+00,-4.301033880252813635e-02,4.643004258636161674e-02,1.470956526811892484e+00,-4.954897832041487149e-01,-3.170113184798471817e+00,2.903011826512765792e-01,3.942986029899453460e-01,8.419000991670502199e-01
-6.485265455129529677e-01,-1.699450067131561548e-01,5.402218722810003121e-02,4.585396520444801283e+00,1.890656914334207350e+00,-5.291579945263415574e+00,-1.940654152902397067e+00,7.205574806278348676e-01,2.980693608824684038e+00
1.325180590540655956e+00,1.103935742126783026e+00,4.913679223217298220e-01,4.063002116901878402e+00,1.349529479392220122e+00,-3.227604081770838018e+00,1.549717433756224061e+00,6.334826638413308675e-02,3.196516443100756888e+00
1.173825583850142795e+00,4.004213651755768044e-01,1.906292514060584919e-01,-1.960102830428025023e+00,-1.407269756912962189e+00,1.940372238921796777e+00,-5.319725719330403724e-02,8.614680409949880546e-02,-7.541773531048689971e-01
3.042768905547862390e-01,2.319532900708296097e+00,-1.990384604908712884e-01,4.263938567199343055e+00,1.352973543501357234e+00,-2.505651568352565750e+00,1.591473688669435838e+00,-6.137140184084822758e-01,1.363365802073318589e+00
1.168430162266073102e+00,-1.470147398629368274e+00,5.238468957689605965e-01,3.475134968732064511e+00,2.473058629610536130e+00,-3.971632153661416975e+00,-1.815132257226256485e+00,8.783460676104901665e-01,3.243089288699320338e+00
-1.518555203981039048e-01,1.616362074379030123e+00,-1.000750705253028450e+00,-9.801590765077569101e-01,3.191192514138934122e-01,1.371459662005860114e+00,2.108346415438029364e-01,-8.891617648555133480e-01,-3.445383062341049185e-01
3.989981401845549835e-01,2.368483669735795161e+00,-1.008110467841429436e+00,-1.818421596237630222e+00,-1.653731564674429722e+00,4.214570463631623909e+00,2.196709214066506544e+00,-1.173500722324908985e+00,-1.882877994878737971e+00
-1.674012652813927193e+00,-9.671543248259649728e-01,5.406384871048354190e-01,4.027883516468174108e+00,1.972387185161960543e+00,-4.300526271498667619e+00,-2.943987979835602786e-01,8.492362400267563505e-01,1.923273737610406098e+00
1.724742401109615297e+00,1.813257041123169877e+00,-1.773497775094808215e+00,-1.855275325761011063e+00,6.111170109811829843e-01,4.462825858611332741e+00,1.219503184170871890e+00,-8.158777487877992840e-01,-1.850083724852028544e-01
4.961678550105431129e-01,-1.669313780796491287e+00,2.557020588424979146e-01,1.823015245054790512e+00,9.003307990893040236e-01,-7.669563835134713958e-01,-1.370117849662970455e+00,8.829707659241452511e-01,9.920185485869745801e-01
