X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
-1.772719486966150670e+00,1.359363526394620658e+00,1.930813288686653806e+00,1.731629185447364216e-01,-8.028044321155816121e-01,-5.435308219771557425e-01,-5.454919113459130164e-01,2.643111680173226841e-02,2.406632993103790419e+00,-1.091293391801241519e+00,-7.920446509214966735e-01,1.017926743954002511e+00,8.160793787014196665e-01,2.571579696432646500e-01
-1.854466487142618358e-01,2.415525379667436301e+00,5.896371725926433660e-01,-3.520902885448038422e-01,-3.354439065409725362e+00,3.046527323988507119e-01,-1.160944658800928897e+00,-8.014129896737762770e-01,3.791771771677216130e+00,-1.038348523658193745e+00,1.297905388391555892e+00,-1.887362868350066281e+00,-5.150192438077441093e-01,-7.466395459557631509e-02
1.512010884356338181e-01,-1.081113872080014193e+00,6.039946617712067117e-02,1.684200947658324843e+00,2.991969499930867471e+00,5.590046671671813350e-01,-1.842839562551565225e+00,-3.314116744270122705e+00,5.585631673632450500e+00,-1.931124561365523462e+00,1.149501672038810707e+00,-4.035058380861838323e+00,1.439500654128200718e+00,-9.856560263070984762e-01
-1.298438244174501821e-01,7.667304729380192141e-01,1.156406006053108282e+00,1.462969006543404005e+00,-1.325743843660293741e+00,-2.119353487345094766e+00,1.652822759299171995e+00,-2.313817968709175332e+00,2.874680201664125079e+00,3.044581389628314705e-01,3.754434475790047188e-01,-4.167562375865878077e-01,-5.330376089199552192e-01,3.264870854473386208e-01
-4.369887826263836317e-01,2.291823289560407151e+00,7.113510950439676517e-01,9.695566750141078050e-01,-1.086801242740743856e+00,-8.670008798977310027e-01,-1.449624970308140137e-01,-1.207384127645510397e+00,3.366555272854255598e+00,-1.601043892006181468e-01,3.689290839778423536e-01,1.142314724068759779e-01,-1.545397306378641034e+00,-6.752008423314096452e-01
8.228679891834852489e-01,1.024600389944310130e-01,-1.528276648542296723e+00,-1.091392781401280487e+00,-1.720583964430832058e+00,1.349838111253853778e+00,-1.303095312384819460e+00,1.605699617514849686e+00,-1.867509955479327743e+00,-1.949141155621583188e+00,-5.549596708892914343e-01,1.476516594199713150e+00,9.109403716064450318e-01,-7.245626855312172765e-01
-1.424529391179500504e+00,4.643331050360819390e-01,9.116221394584440585e-01,9.090840217750576491e-01,-1.167770340984961575e-01,-1.140666981118733769e+00,-1.507036464871532644e+00,-2.479365160571143090e+00,7.894424891158060120e+00,1.197726185265148846e+00,-7.403927264029889210e-01,1.008447694211922485e+00,8.295984408054526416e-01,-2.738302617386075347e-02
-1.228766423443300893e+00,2.349472098476828918e+00,7.955828373417829225e-01,7.338947251594259980e-01,-2.518299008188180643e+00,-2.720331880108925127e+00,-6.387848610425477247e-01,-1.821918217489016278e+00,5.657902588143927325e+00,6.406918978732907277e-01,-1.018256352137618226e+00,2.764630544282804081e+00,-1.359339045069528407e+00,-1.103196648320274864e+00
2.300880351142327029e+00,-8.121288265534416517e-01,1.023419378985566119e+00,-2.590146902689304920e+00,1.193056556798754553e+00,2.272876324290217021e+00,1.385231549923312322e+00,4.294218196388420949e+00,-1.015582981449999167e+01,-3.636679117492997992e-01,2.913881996790590456e+00,-4.968865814922586388e+00,-3.287752145684296190e-01,-1.471809570852298021e+00
3.984149330021795332e-02,-7.571928495588405861e-01,-1.355593415721722428e+00,-1.699488465146591354e-01,-1.241836685556856890e-01,-3.720311176433110933e-01,-8.496436795782352780e-01,2.952685614211518761e+00,-3.696895563931982043e+00,-2.468701472976274625e-01,-1.202684295340762599e+00,2.046451499859836431e+00,5.400340459222933154e-01,1.211474763967008039e+00
1.067382648856454619e+00,3.002304290048818380e-01,2.872853159004022383e-01,-1.626036127726081748e+00,-2.343247967820186739e-01,7.221224327470496807e-01,-1.486498710676139368e+00,3.389996311037103638e+00,-4.144537326649851749e+00,-9.507262902685702510e-01,1.754141542789223740e+00,-5.475186492231629565e-01,3.219140827960025319e-01,-4.879826051508477924e-01
2.497130192298584461e-01,-4.777066153051530428e-02,-9.880949436613460646e-02,3.581514621979570157e-02,-1.456524611483553944e+00,-5.830327107628442418e-01,5.023679595320410529e-01,7.857185835392943574e-01,-2.370502177026271529e+00,-1.331954422992433162e+00,-1.486201397233736898e+00,1.809308779708322934e+00,3.092447577390315949e-01,5.329590561580156427e-01
9.764792363197677405e-02,4.403775512638255840e+00,1.561485748584586775e+00,7.331011314669143575e-01,-4.296522599206807236e+00,2.154031976896856881e-01,6.496896641421799901e-01,-9.446701753345537744e-01,-2.278275681755019266e-01,1.620907489674017876e+00,-8.514433389999105373e-01,7.267503284935030727e-01,2.972176265443318144e-01,-1.794098488684131298e-01
7.935177681038354525e-01,-8.592290307477918887e-01,4.631864899451428319e-01,4.838147582070548292e-01,2.394521902811614478e+00,4.935365264194568891e-02,-1.483109383904256673e-01,8.137728845386340559e-01,-2.080615620405069865e+00,-9.017627127933650621e-01,1.844222757059081452e+00,-1.401305559060439965e+00,7.097819322162902678e-01,-1.575400097396186139e+00
4.560274220136513179e-01,-3.778744443039738776e-01,7.806205117283935291e-01,1.205214431387197083e-01,2.373568700762187955e+00,7.214095281744475896e-01,-1.001384528273646657e+00,1.448818930527806970e+00,-2.788713694571826052e-01,2.212836856187161416e+00,-7.406147884600016162e-01,2.272823641169916975e+00,-4.928541862611547364e-01,-5.749868272287980142e-01
2.899598753854325597e-02,2.482192075134027620e-01,-2.374980007611112998e-01,2.842980625962676991e-02,7.483663286375663581e-01,-1.797355731809437973e+00,2.166638222787000967e-01,2.359128515299114159e+00,-3.863780356632709800e+00,-1.463537757166802344e-01,1.492116924827470437e-01,1.123956135788350297e+00,3.917218266239080871e-01,2.328981134118014218e+00
1.766266079058800509e+00,-3.930645208723218542e-01,-4.014378502161450868e-01,-8.781486407384903048e-01,-4.792592419441374374e-01,1.817249234142291670e+00,-8.788251471452541708e-01,-1.075431489704798960e-01,-3.049591163722448428e+00,-1.407999242353944913e+00,4.281188742106747380e-01,-1.402599209727468432e+00,8.359080194264939534e-01,2.190535369876400740e+00
-5.327638770451328387e-01,-2.215048092530732315e+00,-4.973936161015075075e-01,1.149969760205269864e+00,1.953334056033228405e+00,1.405883196898375598e+00,-1.036864041541829318e+00,-1.588599487454959158e+00,4.119161672984199996e+00,-8.504289111537077783e-01,3.492931431631609573e-01,1.173773915352886110e+00,-4.683341425246393408e-01,-8.484186518389993381e-01
-3.336541220757535120e-01,2.216442119403619238e+00,1.412097643476841524e+00,9.478956506890685862e-02,-3.728828259519003652e+00,-2.863630454812505777e-01,1.657984428752240280e+00,5.709711954397442280e-02,-2.608361809966156297e+00,1.187589853526336975e-01,3.131227863262265210e+00,-4.642094964945844282e+00,1.295275337506066160e+00,-2.216452550925918530e+00
-8.836593698827441834e-01,-8.437915562052057394e-01,-1.309906174719229988e+00,-2.343410764921554978e+00,1.595194392827914143e-01,-1.455094420666485089e-01,4.792720424175838101e-01,3.774429319307472941e+00,-4.407450707171227222e+00,-4.211276811104370382e-02,-2.573049816991502148e+00,5.061460774523112605e+00,-3.627651135132254900e-01,2.089162663854349233e+00
-3.879032826626135910e-01,4.713451471337316567e-01,-5.973914695323876423e-01,-6.898788859125357664e-01,-1.611534496642240910e+00,-1.640106535160401613e-02,2.346130598421757529e+00,1.178046960389250053e+00,-3.941368029391624894e+00,-8.310324880608217502e-01,-9.197961671509913284e-01,1.575170677735615810e+00,1.946434699184001471e-01,1.068600251644351795e+00
-1.476659140140589743e+00,1.541722762154368320e-01,-5.747437313915371160e-01,1.874230165851738406e+00,-1.922879947262787104e+00,-2.054371881993435345e+00,2.954079134759647340e-01,-4.108452424051090901e+00,4.610406592107493928e+00,1.380962711823972566e-01,-1.750605879451482938e+00,1.234001227144623236e+00,5.298793721285934843e-01,-2.277053544284893538e-01
-1.099623946729510748e-01,1.556734452227575005e-01,-9.609594577274439553e-01,-9.587955369765881475e-01,-8.378314414968636159e-01,1.279645968028913616e+00,-5.690464092996749823e-01,4.670455110767411933e-01,1.783255823175737609e+00,-5.684487556911850259e-01,2.372547043519741550e-01,-1.732216604714321928e+00,-7.545807426280182195e-01,8.433089194520317911e-01
9.721435589427547264e-01,-9.701109954875046792e-01,-1.786578787451949202e+00,-6.436818459659645608e-01,9.917827235451075474e-01,-3.636219215681457673e-01,1.413340264077507791e-01,8.900055187505063747e-01,-3.002232423212260581e+00,1.673507827757805475e-02,8.654299225506505433e-01,-1.007294240708938471e+00,3.990866344314755176e-01,2.342800440154642505e+00
1.949590853615942088e+00,7.801956357044035339e-01,7.670028918378360983e-01,-2.714093043635174674e+00,-1.053887375231089774e+00,7.513801286778118982e-01,-3.135359004271779937e-01,5.252558991423599721e+00,-7.613353665214188659e+00,-8.072763108316635683e-02,2.032063228470502025e+00,-4.657851936441726792e+00,-3.297964131460284776e+00,-5.204028642569321628e-01
-1.177747975974644978e+00,7.565045642239491830e-01,3.895831740188216430e-01,2.035024965917954454e+00,1.692593546683291983e-01,-1.367556742341255793e+00,1.607511553801689308e+00,-4.005018062475545371e+00,4.738773701765897961e+00,1.013945565028517293e-01,-6.476740790855707308e-01,1.144045119265395760e+00,-1.079365657477623808e+00,-6.404838098798100177e-01
-1.901005521070489243e-02,-2.428642676398052869e-01,5.157565018676212310e-01,-1.122362630149232876e-01,-3.847092403383192138e-01,6.738751170758263687e-01,-1.003995167069659411e+00,2.160767774073222736e+00,-1.578777331878822299e+00,-6.665639997989994958e-01,1.702603940709001007e+00,-1.516774672292162229e+00,7.514186433456920833e-02,-8.248038392065869528e-01
-5.165836172702682749e-02,3.319834704944755632e+00,1.147805039835860574e+00,-3.981625240947189170e-01,-4.062713287663294537e+00,1.207355137065317052e+00,1.177126953034259182e+00,6.032006727053178530e-01,-3.556966137489497637e+00,5.299775145526138820e-01,-1.945460966277678949e-03,-5.846574416162565457e-01,1.268110081284437696e+00,2.121802967807333573e-01
-4.890304498189415039e-01,-3.032558770816871085e-01,-4.336913692598312609e-01,7.443294037966998733e-01,2.953014764783467583e-01,-2.525021077961197236e+00,6.436776398554197032e-01,-2.577642240941837137e+00,6.337415718511985929e+00,2.003293431643534683e-01,-1.023313621654871053e+00,1.851354608595228157e+00,-2.451334563573504433e+00,1.467589783117715818e+00
1.784724711718310264e+00,-3.402085733381991162e+00,-1.593207758720549316e+00,-1.642011910454090895e+00,4.093103954240945974e+00,2.631098617371075754e+00,-4.819566724688495452e-01,2.259237127865863393e+00,-6.402742862796769074e+00,1.319924660648175818e+00,1.593784421705706666e+00,-2.890851617768522175e+00,2.422925660523402414e+00,1.058835907580478963e+00
5.667013714108292133e-01,-1.098917796710621175e+00,-4.407851851594122849e-01,6.263381666764342715e-01,2.237551073462449303e+00,1.525850286448588999e+00,8.377521310577926705e-01,1.078457950634986728e+00,-2.762823145360254529e+00,7.199910940272381543e-01,-1.231068254049590693e-01,-2.170961858297777436e+00,-8.983464004518926238e-02,-8.218921696394291265e-01
6.151069148959730226e-01,8.522708369830851449e-01,1.835775447926918658e-01,-1.110659183276884399e+00,5.128151833784544422e-02,3.505369286758115432e-01,1.361288154054424160e+00,8.608959776512957740e-01,-3.263490074710220679e+00,-9.797498917158721232e-01,-7.028118034012900139e-01,1.057734478807733858e+00,2.214016775174942053e-01,-3.881308203188943984e-01
-1.309388500502736807e+00,2.214734639624253987e+00,1.627761406992963122e+00,6.709497948185060290e-01,-1.627199811029875764e-01,-1.713992666428259648e+00,-6.674435566086147631e-01,5.500998544607796914e-01,2.342950095934112298e+00,1.621549221813493924e+00,-1.416032084799398794e+00,2.923632519253599238e+00,-7.711891982231904308e-01,-2.001513873181452741e-01
-9.667615597386718385e-01,-1.200437791702381851e+00,1.629035464728728066e-01,2.907278038302066325e-01,6.639921587001635928e-01,-7.488366385222033905e-02,-1.162606660627536259e+00,-9.177005311443187097e-01,2.815311175666207255e+00,-3.069207838632356800e-01,-6.016736168367494697e-01,1.783105242438931093e+00,4.235671960895531774e-01,-8.910237106180277644e-01
-5.368651456064577054e-01,7.894975433502094964e-01,1.284389420849974206e+00,-6.305487904528166432e-01,4.035201045124281460e-01,-2.932902463077802224e+00,8.599684393513445935e-01,-6.485565351630284692e-02,2.885848073839270000e-02,1.014432185535122821e+00,-4.242263587502128619e-01,2.828205573631386471e+00,1.375376274372686281e+00,9.873742551676467638e-01
4.269751571037611604e-01,4.583193610378727412e-02,4.559974979025935293e-01,1.833422613644091204e+00,-1.027605171508254367e+00,-8.958548772269456784e-01,5.981498146239494496e-01,-2.581192790347508481e+00,3.378186830098186544e+00,-9.078183807886516243e-01,7.755023978010616714e-02,-4.421576345119546669e-01,5.485816417538524892e-01,-4.016382732113495391e-01
6.339378706666186636e-01,-9.673832382550784370e-02,2.217957369487550401e-01,1.285848818088216605e+00,1.353260084625069082e+00,-4.002212161430102055e-01,-1.021840084764341627e+00,2.444016365329337859e-02,3.133222564381954456e-01,1.447578766076760726e+00,3.708438272808045610e-02,-7.549820422275742571e-01,-2.386753753100336606e-01,-4.271593258620693390e-01
-5.276832996404191567e-01,1.874715781499669109e+00,2.035697468472141836e+00,-1.781847164198225864e-01,-2.161514811840695494e+00,6.274548217703324049e-01,-8.640900674722726826e-01,1.400634484793341628e+00,6.905058075815166951e-01,-1.883670807755995158e+00,1.870112268147265500e+00,-1.933765457909883079e+00,-5.594203629721341553e-01,-1.102576076903137192e+00
9.654050212488197724e-01,-1.958192823045198094e-01,1.339805363807370919e-01,-7.148247605926769666e-01,-5.918792907725296537e-01,-2.753523202274894555e-01,-5.623460752138063068e-01,1.456546686054026818e+00,-3.951007628091961266e+00,1.244765143366686755e-01,2.342888033574582973e+00,-3.898936165986480518e+00,1.212140426001062421e+00,8.936244801982972108e-01
-1.068783621343860846e+00,7.097342048072585730e-01,1.630219424851762966e+00,5.910764701648363317e-01,5.801278437365265939e-01,-5.280891613184852673e-01,1.276186204960791937e-01,6.744719450038645370e-01,1.159296959582345465e+00,-9.676495220747061143e-01,9.287410660635951887e-01,-1.277300499884223894e+00,-1.824763045225147762e+00,3.309170778949186986e-01
5.610302586124067403e-01,-3.129642471188933683e+00,-1.134241778884858665e+00,9.588559326862182708e-01,4.186785467008356854e+00,-9.442939932094673861e-02,-7.458609524405560576e-01,-2.338443060330234857e+00,2.904394601196377490e+00,3.667441026523740599e-01,6.104770966579231573e-02,-1.796707598440907550e+00,9.242898446442627813e-01,-1.507429067239262066e+00
5.124086433696711795e-01,1.520952300308192839e+00,9.218556284457501970e-01,-7.122919840474635222e-01,-5.680512198281291170e-01,-3.474022125293013130e-01,3.596177435079068174e-01,-3.971450272090932820e-01,1.159261141848064502e+00,8.457953166728967576e-01,9.693627614218509603e-01,-1.610042802145029261e+00,-5.476080613248599516e-01,2.388457668098866171e-01
3.684346568766117547e-01,6.262487155915938963e-01,-3.824932501161854015e-01,1.418708215235260639e-01,-4.233713979797459892e-01,-2.342345915751864460e-02,1.260837263904965588e-01,-1.914504674472557344e+00,2.338381237971771220e+00,-1.705840420713486960e+00,-6.448443613552214126e-02,3.375559066415621534e-01,-9.870312242057655006e-01,-1.279638707035740675e+00
3.916265417991593445e-01,2.278807103964464620e+00,1.191740659110436473e+00,-1.502259426354356275e+00,-4.110220894836846828e-01,-1.279260610821662425e+00,1.233562763613310492e-01,2.283769794987929647e+00,-1.634207451922832011e+00,-6.536518753623138389e-02,-1.780617291320245155e+00,1.308287913070640185e+00,-1.403718035426946953e+00,2.649327467705187011e-01
4.024019899764382791e-01,-6.494927187628015686e-01,-6.411141234570034708e-01,-2.755197234326231648e+00,9.671579580293828693e-01,-1.174787021056046710e+00,1.128513644468610355e+00,6.179707304713586424e+00,-1.052728831505802987e+01,-8.314479793742307612e-01,-1.623598275850400841e+00,7.676733722479811561e-02,2.723305243836566802e-01,8.286870892031016345e-01
-3.792524851746661985e-02,8.878182919570574150e-01,5.202125187475430401e-01,-9.257247015295566595e-01,2.344701094967289734e-01,-1.821520408253168855e-01,1.745042811281552586e+00,4.557735817350847540e-01,-5.831851619573367174e-01,-1.615382446089523638e+00,1.381923987862746062e+00,-2.455441901083288858e+00,-6.026311202466603234e-01,-2.779930441560257148e-01
-1.009326098448307008e+00,-2.218171663073550612e-02,2.500964765057461098e-02,-6.833753017694299547e-01,-1.756491834003757746e-01,3.989993114552775610e-01,5.824133845704615453e-01,3.446499985676096500e+00,-4.964796399987102760e+00,8.456070090513705395e-01,3.796095530803644813e-02,-1.100299033215729749e-01,-1.740709996409634253e-01,-9.141304946377964979e-01
3.775759892748448698e-01,7.181969701177847165e-01,7.119754842331418310e-01,-6.513000419168573085e-01,4.397955162421405273e-01,-3.002559763725354269e-01,-1.128516242365782893e-02,2.976408761801877745e+00,-4.792765436306857474e+00,1.095793658170646223e+00,-3.333927115038581857e-02,-9.398972454711786995e-01,1.329228145777542558e+00,-1.484845567425938873e+00
-8.002609855884081913e-01,5.794600791592977584e-01,-6.978014202056738169e-01,3.136114958539977238e-01,-1.273446984410269600e+00,-1.355700903661503753e+00,-9.034100568973230105e-01,5.217893152645665111e-01,2.656727288636417939e+00,8.331945511864284892e-01,6.685567431524818138e-01,-1.538913419824438300e+00,-1.742333259332657480e+00,-9.369237983355765964e-01
-2.936696340604403321e+00,-1.310628057587350792e-01,4.775934953586260523e-01,1.392856469585801449e+00,3.782921433471914119e-01,-3.212755297913357122e+00,1.630689632347698481e+00,-2.857043728061435139e+00,4.899815688104183664e+00,-2.063670998250088373e-01,-2.842204461496027790e+00,5.996734945748460888e+00,4.543937467907013805e-01,-1.264708987143633445e+00
4.506686230855868613e-01,2.734144885526336166e-01,7.600474439869628895e-01,1.734232949008700064e+00,-3.496752066625126165e-01,-6.380059374358060253e-02,5.458572094126602492e-01,-2.582937374566171673e+00,4.214609019377595800e+00,-9.787635694098152372e-01,7.072065067703197094e-01,3.249651778488011900e-01,-6.888307778446954854e-01,-4.522730271708937932e-01
-3.672163690754046833e-02,-5.812714113445607289e-01,-4.117503561878698704e-01,1.258577453568104354e-01,-3.453571749625807263e-01,1.393726396730619044e+00,-9.045350711564974500e-01,-1.148997303165334882e+00,-2.044542408818501578e-01,1.246108269195037144e+00,-2.147757367735358969e-02,1.282618137838466232e+00,6.508330043217338545e-01,-7.528408862245264954e-01
-3.096645628445501952e+00,-4.850445369167322163e-01,-5.452348415189447461e-01,2.689958596708760918e+00,-5.986425019124776981e-01,-3.959048362446626612e+00,-7.914191581978750056e-01,-3.859370199220014008e+00,8.331023253550169372e+00,-1.018743510760888003e-02,-2.665641297739864246e+00,5.153194437398183503e+00,-9.143703812151404708e-01,1.255843088530572915e+00
-5.217449048158809832e-01,1.562644727331671923e+00,3.427853702315222795e-01,6.949397147666100949e-01,-8.151947940675605686e-01,-9.077038886394241946e-01,-3.251011568663629281e-01,1.703482108740326240e-01,2.025581719026653182e+00,-2.814267239620787397e-01,-4.142812324612127339e-02,4.164183962981543585e-02,-1.161266557740113337e+00,3.159528300026268610e-01
3.461082535494303114e-01,2.674526672209298184e+00,8.780185301424289213e-01,1.318570325922863606e+00,-4.814593484478631780e+00,1.536069223875540513e-01,2.270099286107689629e-01,-4.078964369514777033e-01,-8.325347965257369198e-01,3.596379706024440681e-01,-8.550915033053108072e-02,-2.512019692922526914e+00,1.448073541970912037e-01,-6.106774711746133510e-01
8.098572701077313418e-01,-8.787218975571806645e-01,-8.175898661731259009e-01,-1.726083059747475223e-01,1.935024850493916038e+00,9.731774360983167504e-01,-7.983146491710106929e-01,-8.763372793496830848e-01,-2.990824267302198969e-01,1.137531204312709265e+00,3.067914486738066993e-01,-1.203723666497797717e+00,-1.135741456782568992e+00,1.475677696425917285e+00
-4.296950977556226459e-01,-1.157518158242374362e+00,-2.743598967902742825e-01,3.687132165197493094e-01,8.415054304311886391e-01,-6.147419867937367055e-01,-5.704624956852814011e-01,9.708261125009507442e-01,9.075830112175597986e-01,-4.656784730390615135e-01,-2.058999828901098006e+00,3.282378685578155597e+00,-1.172041722015469745e+00,-4.026446036409526696e-01
-5.905292788369359558e-01,9.007178589552552461e-01,-5.825522029186057660e-01,-1.752536958660728894e+00,-2.020805611132019397e+00,-4.626043354923651818e-01,-4.113957246112987520e-01,3.050254225019105814e+00,-4.493747757644786844e+00,1.241323162119516876e+00,-4.078819278995178821e-01,-3.007616832876929269e-01,1.601423390712888306e+00,1.296597904375111465e+00
1.834350864534723069e+00,-6.899249090221158953e-01,6.657651992036506261e-02,-3.740538520631890851e-01,-1.839941786618179975e+00,1.880623117357074658e+00,2.364052830078039735e-01,-2.187996011841918387e-01,-1.125405888018639944e+00,-1.590631653897846554e-01,1.748392962373270798e-01,-1.335308196236839162e+00,-3.878260748568817529e-01,-8.701825809756404961e-01
